brand,model,size,resolution,ref_rate,res_rate,panel_type,asp_ratio,price
NEC,AS241F-BK,23.8,1920 x 1080,60,6,IPS,16:9,169.00
AOC,2770VH1,27.0,1920 x 1080,,2,,16:9,
ViewSonic,VA2223wm,21.5,1920 x 1080,,5,,16:9,
ViewSonic,VA1931WA,19.0,1366 x 768,,5,,16:9,
Samsung,BX2331,23.0,1920 x 1080,,2,,16:9,
Acer,G195WAb,19.0,1440 x 900,,5,TN,16:10,
BenQ,BL2201PU,22.0,1680 x 1050,,5,TN,16:10,
Planar,PL1500M,15.0,1024 x 768,,8,,4:3,
Lenovo,L2250P,22.0,1680 x 1050,,5,,16:10,
HP,L1711,17.0,1280 x 1024,,5,,5:4,
Asus,VE198T,19.0,1440 x 900,,5,,16:10,
Samsung,B2230,21.5,1920 x 1080,,5,,16:9,
Asus,VE248HL-TAA,24.0,1920 x 1080,,2,,16:9,
LG,N1742LP-BF,17.0,1280 x 1024,,5,,5:4,
Dell,ST2220L,21.5,1920 x 1080,,5,,16:9,
HP,2310e,23.0,1920 x 1080,,5,,16:9,
Samsung,S27B350H,27.0,1920 x 1080,,2,TN,16:9,
Dell,ST2321L,23.0,1920 x 1080,,5,,16:9,
LG,IPS235V-BN,23.0,1920 x 1080,,5,IPS,16:9,
Acer,S202HLbd,20.0,1600 x 900,,5,TN,16:9,
LG,W2363D-PU,23.0,1920 x 1080,120,3,TN,16:9,
HP,LV2311,23.0,1920 x 1080,60,5,TN,16:9,310.12
LG,E2742V-BN,27.0,1920 x 1080,,5,TN,16:9,
AOC,E943FWSK,18.5,1366 x 768,60,5,,16:9,
LG,E1942TC-BN,18.5,1366 x 768,,5,,16:9,
DoubleSight,DS-1700-R,17.0,2560 x 1024,75,8,,5:2,
Samsung,S24C300HL,23.6,1920 x 1080,,5,TN,16:9,
Samsung,S24C450D,24.0,1920 x 1080,,5,,16:9,549.99
LG,27EA33V,27.0,1920 x 1080,60,5,IPS,16:9,
LG,27EA83-D,27.0,2560 x 1440,60,5,IPS,16:9,
Eizo,EV2436WFS-BK,24.0,1920 x 1200,60,6,IPS,16:10,
Lenovo,LI2321S,23.0,1920 x 1080,60,14,IPS,16:9,
Asus,VN248H,23.8,1920 x 1080,,5,IPS,16:9,
AOC,i2369V,23.0,1920 x 1080,60,6,IPS,16:9,
Samsung,MD32C,32.0,1920 x 1080,60,8,,16:9,
HP,ProDisplay Smartbuy P231,23.0,1920 x 1080,60,5,TN,16:9,
LG,22M45D,21.5,1920 x 1080,60,5,TN,16:9,
BenQ,EW2440L,24.0,1920 x 1080,60,4,VA,16:9,
HP,ENVY 32,32.0,2560 x 1440,60,7,IPS,16:9,
LG,29UM67,29.0,2560 x 1080,60,5,IPS,21:9,
Monoprice,12178,24.0,1920 x 1080,144,1,TN,16:9,
Samsung,S32E590C,31.5,1920 x 1080,60,4,VA,16:9,
Acer,K242HQKbmjdp,23.6,3840 x 2160,60,4,IPS,16:9,
Acer,K242HQL BBMD,23.6,1920 x 1080,60,5,TN,16:9,
iiyama,B2482HD-B1,24.0,1920 x 1080,60,5,TN,16:9,
Philips,245C5QHAB,23.8,1920 x 1080,60,5,IPS,16:9,
Lenovo,T2054p,19.5,1440 x 900,60,7,IPS,16:10,
iiyama,GB2488HSU-B2,24.0,1920 x 1080,144,1,TN,16:9,
Philips,227E6LDSD/27,21.5,1920 x 1080,60,1,TN,16:9,
AOC,E2050SW,19.5,1600 x 900,60,5,TN,16:9,
Philips,288P6LJEB,28.0,3840 x 2160,60,5,TN,16:9,
VIOTEK,GN32LD,31.5,2560 x 1440,144,3,VA,16:9,
AOC,I2470SWQ,23.8,1920 x 1080,60,3,IPS,16:9,
LG,27UD69P-W,27.0,3840 x 2160,60,5,IPS,16:9,
iiyama,Prolite B2780HSU-B1,27.0,1920 x 1080,60,1,TN,16:9,
AOC,E2770She,27.0,1920 x 1080,60,2,TN,16:9,
Mbest,MB279QR144,27.0,2560 x 1440,144,3,VA,16:9,
Acer,DM431K bmiiipx,43.0,3840 x 2160,60,5,IPS,16:9,
Dell,E1910H,18.5,1360 x 768,60,5,TN,16:9,
Lenovo,T24i 10,23.8,1920 x 1080,60,6,IPS,16:9,
Sceptre,E205W-16003S,19.5,1600 x 900,75,3.5,TN,16:9,
ViewEra,V151BN2,15.0,1024 x 768,60,8,TN,4:3,249.98
AXM,2778,27.0,1920 x 1080,240,1,TN,16:9,
Acer,ER320HQ,31.5,1920 x 1080,60,4,IPS,16:9,
ViewSonic,VG2248,21.5,1920 x 1080,60,7,IPS,16:9,149.00
AOC,Q2577PWQ,25.0,2560 x 1440,60,5,IPS,16:9,720.00
Dell,P3418HW,34.0,2560 x 1080,60,5,IPS,21:9,549.99
LG,24MB35DM-B,23.8,1920 x 1080,60,5,IPS,16:9,
NEC,P212,21.3,1600 x 1200,60,8,IPS,4:3,835.99
LG,24MP77HM-P,23.8,1920 x 1080,60,5,IPS,16:9,
AOC,I2281FWH,21.5,1920 x 1080,60,4,IPS,16:9,
Philips,241B7QPJKEB,23.8,1920 x 1080,60,5,IPS,16:9,197.98
ViewSonic,VG2448-PF,23.8,1920 x 1080,60,5,IPS,16:9,269.00
Asus,VK278Q,27.0,1920 x 1080,,2,,16:9,
Acer,T272HLbmjjz,27.0,1920 x 1080,60,5,,16:9,409.99
LG,22MB35PU-B,22.0,1920 x 1080,60,5,TN,16:9,
Acer,B276HL,27.0,1920 x 1080,60,5,VA,16:9,250.73
Acer,DM431K bmiiipx,43.0,3840 x 2160,60,5,IPS,16:9,
NEC,EA221WM-BK,22.0,1680 x 1050,,5,,16:10,2279.44
Dell,S2330MX,23.0,1920 x 1080,60,2,,16:9,1029.75
Planar,PLL2410W,24.0,1920 x 1080,60,5,,16:9,
Asus,VS24AH-P,24.0,1920 x 1200,,5,IPS,16:10,
Acer,V226WLbmd,22.0,1680 x 1050,60,5,TN,16:10,129.47
Asus,PA279Q,27.0,2560 x 1440,,6,IPS,16:9,
Hannspree,HL273HPB,27.0,1920 x 1080,60,2,TN,16:9,
Philips,272P4QPJKEB/27,27.0,2560 x 1440,60,12,PLS,16:9,947.99
HP,E231i,23.0,1920 x 1080,60,8,IPS,16:9,363.98
LG,34UB67-B,34.1,2560 x 1080,60,5,IPS,21:9,
LG,34UM64-P,34.0,2560 x 1080,60,5,IPS,21:9,1008.94
LG,24M47H-P,23.6,1920 x 1080,60,5,TN,16:9,228.88
iiyama,G-MASTER RED EAGLE,24.0,1920 x 1080,144,1,TN,16:9,
HP,DreamColor Z27x G2,27.0,2560 x 1440,60,,IPS,16:9,498.85
AOC,931SWL,18.5,1366 x 768,,5,,16:9,
ViewSonic,VA705b,17.0,1280 x 1024,,5,,5:4,
ViewSonic,VX2268WM,22.0,1680 x 1050,120,,,16:10,
Samsung,2333T,23.0,1920 x 1080,,8,,16:9,
Samsung,T27A950,27.0,1920 x 1080,120,5,,16:9,
Acer,S201HLbd,20.0,1600 x 900,60,5,,16:9,
Acer,P215HBbd,21.5,1920 x 1080,,5,TN,16:9,
Acer,H274HLBMID,27.0,1920 x 1080,,5,TN,16:9,
Asus,VE208T,20.0,1600 x 900,,5,,16:9,
Asus,VH226H,21.5,1920 x 1080,,2,,16:9,
LG,E2441V-BN,24.0,1920 x 1080,,5,TN,16:9,
LG,E2360V-PN,23.0,1920 x 1080,,5,TN,16:9,
NEC,MD213MG,21.3,2048 x 1536,,12,,4:3,
Hannspree,HW-191APB,19.0,1440 x 900,,5,,16:10,
HP,LE1901w,19.0,1440 x 900,,5,,16:10,
HP,ZR30w,30.0,2560 x 1600,,7,IPS,16:10,
HP,2011x,20.0,1600 x 900,,5,TN,16:9,
HP,LE1901wm,19.0,1440 x 900,,5,,16:10,141.41
Gateway,FHD2303Lbid,23.0,1920 x 1080,,5,TN,16:9,
Acer,V183HLAJb,18.5,1366 x 768,,5,TN,16:9,
Samsung,E1920X,18.5,1360 x 768,,5,,16:9,
HP,LA2205wg,22.0,1680 x 1050,,5,,16:10,
Samsung,S27A850D,27.0,2560 x 1440,,5,,16:9,
LG,W2246T-PF,21.5,1920 x 1080,,5,,16:9,
Dell,P2311H (469-0836),23.0,1920 x 1080,,5,TN,16:9,
Samsung,E2420L,23.6,1920 x 1080,,5,,16:9,
Dell,P2312H,23.0,1920 x 1080,60,5,TN,16:9,
Dell,E2210,22.0,1680 x 1050,,5,TN,16:10,
AOC,e1621Sw,16.0,1366 x 768,60,8,,16:9,
BenQ,XL2420TX,24.0,1920 x 1080,120,5,TN,16:9,
Samsung,S24B350HL,23.6,1920 x 1080,,2,TN,16:9,
Samsung,S19A450BW-1,19.0,1440 x 900,60,5,,16:10,
Samsung,E1720NR,17.0,1280 x 1024,,5,,5:4,
Samsung,EX2220X,21.5,1920 x 1080,,5,,16:9,
Hannspree,HL272HPB,27.0,1920 x 1080,,2,,16:9,
LG,E1942S-BN,18.5,1360 x 768,,5,,16:9,
LG,IPS225T-BN,21.5,1920 x 1080,,8,IPS,16:9,
ViewSonic,VX2703MH-LED,27.0,1920 x 1080,,3,,16:9,
Lenovo,LT2452p,24.0,1920 x 1200,,7,IPS,16:10,
Acer,P246HL Abd,24.0,1920 x 1080,60,5,TN,16:9,
LG,IPS224V-PN,21.5,1920 x 1080,,14,IPS,16:9,
V7,LED215W2RS-8N,22.0,1920 x 1080,,5,,16:9,
Sony,SSML24F1,24.0,1920 x 1080,,,,16:9,
LG,IPS237L-BN,23.0,1920 x 1080,,5,IPS,16:9,412.10
ViewSonic,VX2270Smh-LED,22.0,1920 x 1080,,7,IPS,16:9,
Asus,VS207D-P,19.5,1600 x 900,,5,TN,16:9,
Acer,V226HQLAbd,21.5,1920 x 1080,60,8,TN,16:9,264.58
AOC,e2050Swd,19.5,1600 x 900,60,5,TN,16:9,
HP,Envy 27,27.0,1920 x 1080,60,7,IPS,16:9,
Samsung,S20C300BL,19.5,1600 x 900,,5,TN,16:9,
Samsung,S23C570H,23.0,1920 x 1080,,5,,16:9,
LG,23EN43T-B,23.0,1920 x 1080,60,5,TN,16:9,
LG,24EN43V-B,24.0,1920 x 1080,60,5,TN,16:9,
Philips,190V4LSB,19.0,1440 x 900,60,5,,16:10,
Acer,HN274HBBmiiid,27.0,1920 x 1080,120,2,TN,16:9,
HP,27xi,27.0,1920 x 1080,60,7,IPS,16:9,
HP,23xi,23.0,1920 x 1080,60,7,IPS,16:9,
BenQ,GL2250TM,21.5,1920 x 1080,,5,TN,16:9,
HP,E271i,27.0,1920 x 1080,60,7,IPS,16:9,
JVC,DT-E17L4GU,17.0,1920 x 1080,,,,16:9,
LG,IPS235P-BN,23.0,1920 x 1080,60,5,IPS,16:9,
LG,W2452T-TF,24.0,1920 x 1200,60,2,,16:10,
Acer,H276HLbmid,27.0,1920 x 1080,60,5,IPS,16:9,
QNIX,QX2710 Evolution II Matte,27.0,2560 x 1440,60,8,PLS,16:9,
3M,C2234SW,22.0,1680 x 1050,,5,,16:10,
3M,C2254PW,22.0,1680 x 1050,,8,,16:10,
Acer,B206HQL ymdh,19.5,1600 x 900,60,5,TN,16:9,121.99
BenQ,RL2240HE,21.5,1920 x 1080,60,1,TN,16:9,
LG,24MP55HQ-P,23.8,1920 x 1080,60,5,IPS,16:9,
AOC,I2421VWH,24.0,1920 x 1080,60,5,IPS,16:9,
Eizo,FS2434-BK,23.8,1920 x 1080,60,5,IPS,16:9,
LG,34UC97-S,34.0,3440 x 1440,60,5,IPS,21:9,
Samsung,U32D970Q,31.5,3840 x 2160,60,8,PLS,16:9,
Acer,UM.HT2AA.002 (T272HUL bmidpcz),27.0,2560 x 1440,60,5,VA,16:9,750.00
Dell,D2015H,19.5,1920 x 1080,60,25,VA,16:9,
BenQ,BL3201PH,32.0,3840 x 2160,60,4,IPS,16:9,
ViewSonic,VA2265SMH,21.5,1920 x 1080,60,7,VA,16:9,
Acer,H257HU SMIDPX,25.0,2560 x 1440,60,4,IPS,16:9,
LG,27MP77HM-P,27.0,1920 x 1080,60,5,IPS,16:9,
Philips,247E6BDAD,23.6,1920 x 1080,60,2,TN,16:9,
LG,22MB35PU-I,21.5,1920 x 1080,60,5,IPS,16:9,189.94
Samsung,T24E310ND,23.6,1366 x 768,60,8,IPS,16:9,
Asus,VE228H-R,21.5,1920 x 1080,60,5,TN,16:9,
ViewSonic,VA2452Sm,23.6,1920 x 1080,60,7,VA,16:9,129.99
AOC,I2379VHE,23.0,1920 x 1080,60,5,IPS,16:9,
HP,22xw,21.5,1920 x 1080,60,7,IPS,16:9,
Samsung,LS24E45KDSG/GO,24.0,1920 x 1080,60,5,TN,16:9,
LG,27MP47HQ,27.0,1920 x 1080,60,5,IPS,16:9,
Acer,G227HQLAbid,21.5,1920 x 1080,,4,IPS,16:9,
HP,Z23n,23.0,1920 x 1080,60,7,IPS,16:9,199.00
LG,34UM57-P,34.0,2560 x 1080,60,,IPS,21:9,
LG,34UM58-P,34.0,2560 x 1080,60,5,,21:9,
AOC,E2429SWHE,23.6,1920 x 1080,60,5,TN,16:9,
BenQ,BL2411PT,24.0,1920 x 1200,60,5,IPS,16:10,
Philips,BDM3490UC/27,34.1,3440 x 1440,60,5,IPS,21:9,
iiyama,GB2788HS-B1,27.0,1920 x 1080,144,1,TN,16:9,
AOC,E2260SDA,22.0,1680 x 1050,60,5,TN,16:10,267.83
AOC,E2752VQ,27.0,1920 x 1080,60,2,TN,16:9,
iiyama,Prolite GB2773HS-GB1,27.0,1920 x 1080,144,1,TN,16:9,
iiyama,G-MASTER RED EAGLE,27.0,1920 x 1080,144,1,TN,16:9,
Lenovo,Y27F,27.0,1920 x 1080,144,7,VA,16:9,
Asus,Designo MZ279HL,27.0,1920 x 1080,75,5,IPS,16:9,
Acer,B196L Aymdr,19.0,1280 x 1024,60,5,IPS,5:4,158.05
HP,EliteDisplay E240C,23.8,1920 x 1080,,7,IPS,16:9,
HP,22eb,21.5,1920 x 1080,60,6,IPS,16:9,
NEC,PA243W,24.1,1920 x 1200,60,,IPS,16:10,849.00
Philips,326E8FJSB,31.5,2560 x 1440,75,5,VA,16:9,
Acer,B206HQL Bympr,19.5,1920 x 1080,60,5,VA,16:9,
LG,27BL85U,27.0,3840 x 2160,60,5,IPS,16:9,
Philips,271B8QTAA,27.0,1920 x 1080,60,5,IPS,16:9,290.98
Acer,CB271H,27.0,1920 x 1080,60,4,IPS,16:9,
VIOTEK,GN35LD,35.0,2560 x 1080,144,,VA,21:9,
Planar,PXL3280W,31.5,2560 x 1440,60,8,IPS,16:9,273.48
Acer,UM.FV6AA.006,24.0,1920 x 1200,60,6,,16:10,181.21
Dell,P2418HZM,23.8,1920 x 1080,60,6,IPS,16:9,299.99
LG,34UM88C,34.0,3440 x 1440,60,5,IPS,21:9,
BenQ,BL2381T,22.5,1920 x 1200,76,5,IPS,16:10,
HP,VH22,21.5,1920 x 1080,60,5,TN,16:9,119.48
HP,E27d G4,27.0,2560 x 1440,60,,IPS,16:9,479.00
Acer,V246HQL Cbid,23.6,1920 x 1080,60,5,TN,16:9,134.94
NEC,PA271Q-BK-SV,27.0,2560 x 1440,60,8,IPS,16:9,1475.84
Acer,B277K bmiipprzx,27.0,3840 x 2160,60,4,IPS,16:9,504.98
Hannspree,HE247DPB,23.6,1920 x 1080,,5,TN,16:9,
ViewSonic,TD2220,22.0,1920 x 1080,,5,,16:9,229.99
ViewEra,V172SV2,17.0,1280 x 1024,60,5,TN,5:4,227.98
Dell,E1914H,18.5,1366 x 768,,5,TN,16:9,183.51
Planar,PXL2270MW,21.5,1920 x 1080,60,5,IPS,16:9,140.13
Asus,C424AQ,23.8,1920 x 1080,60,5,IPS,16:9,149.00
HP,ZR2240w,21.5,1920 x 1080,60,8,IPS,16:9,
Asus,VK228H-CSM,21.5,1920 x 1080,,5,,16:9,
Acer,V226HQLAbmdp,21.5,1920 x 1080,60,8,TN,16:9,226.31
HP,C4D27AA#ABA,27.0,1920 x 1080,60,7,IPS,16:9,
Philips,241B4LPYCB,24.0,1920 x 1080,60,5,TN,16:9,
NEC,P212-BK,21.0,1600 x 1200,60,8,IPS,4:3,
Samsung,LS24E20KBLV/GO,23.6,1920 x 1080,60,5,TN,16:9,
BenQ,RL2460S,24.0,1920 x 1080,75,1,TN,16:9,
HP,EliteDisplay E202,20.0,1600 x 900,60,,IPS,16:9,159.99
AOC,919Vwa,19.0,1440 x 900,,5,,16:10,
AOC,F19s,18.5,1366 x 768,,5,,16:9,
AOC,e2043Fk,20.0,1600 x 900,,5,,16:9,
ViewSonic,VA2431WM,23.6,1920 x 1080,,5,,16:9,
ViewSonic,VX2250wm-LED,21.5,1920 x 1080,,5,,16:9,
ViewSonic,VA1931WA-LED,19.0,1366 x 768,,5,,16:9,
ViewSonic,VX2450wm-LED,23.6,1920 x 1080,,5,,16:9,
Samsung,S22A300B,21.5,1920 x 1080,,5,,16:9,
Dell,P1911,19.0,1440 x 900,,5,,16:10,
Dell,E2211H,21.5,1920 x 1080,,5,TN,16:9,
Acer,V193WEJb,19.0,1440 x 900,,5,,16:10,
Acer,S232HLAbid,23.0,1920 x 1080,,5,TN,16:9,
LG,D2342P-PN,23.0,1920 x 1080,75,5,TN,16:9,
LG,M2280D-PU,22.0,1920 x 1080,,5,TN,16:9,
NEC,PA241W-BK-SV,24.1,1920 x 1200,,16,,16:10,
Lenovo,L2251P,22.0,1680 x 1050,,5,,16:10,
Planar,PL1700-BK,17.0,1280 x 1024,,5,,5:4,
HP,2211x,21.5,1920 x 1080,,5,,16:9,
ViewSonic,VA2231wm-LED,22.0,1920 x 1080,,5,,16:9,162.10
Asus,MT276HE,27.0,1920 x 1080,,2,,16:9,
Dell,E190S,19.0,1280 x 1024,60,5,TN,5:4,199.99
ViewSonic,VA1938WA-LED,19.0,1366 x 768,,5,,16:9,
Samsung,BX2231,21.5,1920 x 1080,,2,,16:9,
Samsung,BX2350,23.0,1920 x 1080,,2,,16:9,
Samsung,LS24A650SS/ZA,24.0,1920 x 1080,60,8,,16:9,
Samsung,S22B150N,21.5,1920 x 1080,,5,TN,16:9,
Samsung,S23B550V,23.0,1920 x 1080,,2,TN,16:9,
BenQ,RL2450HT,24.0,1920 x 1080,,5,TN,16:9,
Dell,P2011H,20.0,1600 x 900,,5,TN,16:9,
Dell,E170S,17.0,1280 x 1024,,5,,5:4,
Samsung,S19B420BW,19.0,1400 x 900,60,5,,16:10,
Hannspree,HL249DPB,23.6,1920 x 1080,,5,,16:9,
AOC,e2351F,23.0,1920 x 1080,60,5,,16:9,
LG,IPS231B-BN,23.0,1920 x 1080,,5,IPS,16:9,
Samsung,S24A450B,24.0,1920 x 1080,60,5,TN,16:9,
HP,LA2206x,21.5,1920 x 1080,60,5,,16:9,
Dell,E1913S,19.0,1280 x 1024,60,5,,5:4,
LG,E2050T-SN,20.0,1600 x 900,,5,,16:9,
LG,E1910T-BN,18.5,1280 x 1024,,5,,5:4,
Lenovo,LT2323p,23.0,1920 x 1080,,5,,16:9,
HP,LA2405x,24.0,1920 x 1200,60,5,TN,16:10,
HP,LE2002xi,20.0,1600 x 900,60,5,,16:9,
LG,M2452D-PU,24.0,1920 x 1080,,5,,16:9,
AOC,E2343FSK,23.0,1920 x 1080,60,5,,16:9,
Acer,G206HLBbd,20.0,1600 x 900,60,5,TN,16:9,
ViewSonic,VX2370Smh-LED,23.0,1920 x 1080,,7,IPS,16:9,
Acer,V223WL,22.0,1680 x 1050,60,5,,16:10,
Asus,VG27AH,27.0,1920 x 1080,,5,IPS,16:9,
NEC,EA244WMi-BK,24.0,1920 x 1200,,6,IPS,16:10,354.99
LG,IPS277L-BN,27.0,1920 x 1080,,5,IPS,16:9,
ViewSonic,VA2703-LED,27.0,1920 x 1080,,,TN,16:9,
Dell,E2313H,23.0,1920 x 1080,60,5,TN,16:9,
HP,P201,20.0,1600 x 900,,5,TN,16:9,
Samsung,S19C200BR,19.0,1280 x 1024,,5,TN,5:4,139.99
Samsung,S22C450D,21.5,1920 x 1080,,5,,16:9,499.99
Samsung,S24C750P,24.0,1920 x 1080,,5,,16:9,
Samsung,S27A850T,27.0,2560 x 1440,,5,IPS,16:9,
Samsung,S27C350H,27.0,1920 x 1080,,5,TN,16:9,
LG,22EA63T-P,21.5,1920 x 1080,,5,IPS,16:9,
LG,23EA53V-P,23.0,1920 x 1080,,5,IPS,16:9,
LG,32WL30MS-B,32.0,1920 x 1080,60,25,IPS,16:9,
LG,E1910P-BN,19.0,1280 x 1024,60,5,TN,5:4,
LG,E2211PB-BN,22.0,1920 x 1080,,5,TN,16:9,
Lenovo,LI2221s,21.5,1920 x 1080,60,14,IPS,16:9,
Philips,19S4LSB/27,19.0,1280 x 1024,60,5,,5:4,
Philips,227E4LSB,21.5,1920 x 1080,60,5,,16:9,371.59
Philips,278C4QHSN,27.0,1920 x 1080,60,7,,16:9,
Philips,BDL3210Q/00,31.5,1366 x 768,60,8,,16:9,
Planar,PLL2210W,22.0,1920 x 1080,,5,TN,16:9,
ViewSonic,VA2446M-LED,24.0,1920 x 1080,,5,,16:9,
HP,20xi,20.0,1600 x 900,60,7,IPS,16:9,
BenQ,BENQGW2255,21.5,1920 x 1080,60,6,TN,16:9,
Dell,E2213,22.0,1680 x 1050,60,5,TN,16:10,
Samsung,S24B240K,23.6,1920 x 1080,60,5,TN,16:9,
Samsung,S24C450DW,24.0,1920 x 1200,60,5,TN,16:10,
AOC,e2752She,27.0,1920 x 1080,60,2,TN,16:9,
Acer,V176Lbd,17.0,1280 x 1024,75,5,TN,5:4,112.99
BenQ,VW2235H,21.5,1920 x 1080,,6,,16:9,
Hannspree,HL163ABB,15.6,1366 x 768,60,,TN,16:9,
Asus,PB248Q,24.1,1920 x 1200,60,6,IPS,16:10,
BenQ,BL2710PT,27.0,2560 x 1440,60,12,VA,16:9,
Dell,UP3214Q,31.5,3840 x 2160,60,8,IPS,16:9,
ViewSonic,TD2420,23.6,1920 x 1080,,5,,16:9,
Eizo,EV2316WFS-BK,23.0,1920 x 1080,60,5,TN,16:9,
HP,Smartbuy V241,23.6,1920 x 1080,60,5,TN,16:9,
HP,E241i,24.0,1920 x 1200,60,8,IPS,16:10,
LG,19M35D-B,18.5,1366 x 768,60,5,TN,16:9,
LG,27MP65HQ,27.0,1920 x 1080,60,5,IPS,16:9,
BenQ,BL3200PT,32.0,2560 x 1440,60,4,VA,16:9,
LG,27MP35HQ,27.0,1920 x 1080,60,5,IPS,16:9,
AOC,I2267FWH,21.5,1920 x 1080,60,5,IPS,16:9,
HP,D7R00A4#ABA,27.0,2560 x 1440,60,7,IPS,16:9,1699.00
LG,22M35D,22.0,1920 x 1080,60,5,TN,16:9,
ViewSonic,VA2445m-LED,24.0,1920 x 1080,60,5,TN,16:9,
Asus,PA238QR,23.0,1920 x 1080,60,6,IPS,16:9,
LG,34UM65,34.0,2560 x 1080,60,14,IPS,21:9,
Eizo,CX241-BK-CN,24.1,1920 x 1200,60,8,IPS,16:10,
Dell,E2414Hr,24.0,1920 x 1080,60,5,TN,16:9,
Philips,247E4LHAB,23.6,1920 x 1080,60,2,TN,16:9,
Acer,S277HK wmidpp,27.0,3840 x 2160,60,4,IPS,16:9,
Acer,S240HL bd,23.6,1920 x 1080,60,5,TN,16:9,
LG,24MC37D-B,23.5,1920 x 1080,60,5,TN,16:9,312.99
Samsung,S29E790C,29.0,2560 x 1080,60,4,VA,21:9,
ViewSonic,VG2239SMH,21.5,1920 x 1080,60,7,VA,16:9,139.99
LG,34UC87C,34.0,3440 x 1440,60,5,IPS,21:9,
Asus,VE228TLB,21.5,1920 x 1080,60,5,TN,16:9,
NEC,AS242W-BK,23.6,1920 x 1080,60,5,TN,16:9,221.99
Acer,XB270HU Abprz,27.0,2560 x 1440,144,4,TN,16:9,
Lenovo,60CBMAR6US,21.5,1920 x 1080,60,7,IPS,16:9,
Acer,UT220HQL bmjz,21.5,1920 x 1080,60,8,VA,16:9,240.99
Samsung,S24E650C,23.5,1920 x 1080,60,4,VA,16:9,
Eizo,CS270-BK-CN,27.0,2560 x 1440,60,15,IPS,16:9,
LG,24M37D-B,23.6,1920 x 1080,60,5,TN,16:9,
Samsung,U32E850R,31.5,3840 x 2160,60,4,PLS,16:9,
AOC,M2870VHE,28.0,1920 x 1080,60,5,VA,16:9,
Acer,B346CK bmijphzx,34.0,3440 x 1440,60,6,IPS,21:9,
Acer,B246HYL Bymjjpprzx,23.8,1920 x 1080,60,6,IPS,16:9,
Samsung,LS27D85KTSR/GO,27.0,2560 x 1440,60,5,PLS,16:9,
Sony,LMD-2110W,21.5,1920 x 1080,,,,16:9,
Asus,VP228TE,21.5,1920 x 1080,75,1,TN,16:9,
Dell,U2917W,29.0,2560 x 1080,60,5,IPS,21:9,
VIOTEK,H320,32.0,1920 x 1080,60,,,16:9,
AOC,E2260PWDA,21.5,1920 x 1080,60,5,TN,16:9,
Dell,S2418HX,23.8,1920 x 1080,60,6,IPS,16:9,
LG,34UM59-B,34.0,2560 x 1080,75,5,IPS,21:9,
iiyama,X4071UHSU-B1,39.5,3840 x 2160,60,3,VA,16:9,
Pixio,PX347c Prime,34.0,3440 x 1440,100,8,VA,21:9,
LG,24MP60VQ-P,23.8,1920 x 1080,75,5,IPS,16:9,
iiyama,E2473HS-GB1,23.6,1920 x 1080,60,2,TN,16:9,
Pixio,PXC32,31.5,2560 x 1440,144,4,PVA,16:9,
Acer,EB321HQU Awidpx,31.5,2560 x 1440,60,4,IPS,16:9,
Asus,VA279HAEL,27.0,1920 x 1080,60,6,VA,16:9,
HP,Z24nf G2,23.8,1920 x 1080,60,5.4,IPS,16:9,188.35
NEC,EA245WMI-BK-SV,24.0,1920 x 1200,60,5,IPS,16:10,479.00
Sharp,LL-B270,27.0,1920 x 1080,60,8,VA,16:9,230.01
Sharp,LL-B240,23.8,1920 x 1080,60,,VA,16:9,183.00
V7,L215DS-DUALKIT-N,21.5,1920 x 1080,60,5,TN,16:9,
ViewSonic,VA708A,17.0,1280 x 1024,60,5,TN,5:4,119.99
Asus,BE24WQLB,24.1,1920 x 1200,60,5,IPS,16:10,329.00
HP,Z23n G2,23.0,1920 x 1080,60,14,IPS,16:9,187.00
NEC,EA271F-BK,27.0,1920 x 1080,60,6,IPS,16:9,329.00
NEC,EA275UHD-BK-SV,27.0,3840 x 2160,60,6,IPS,16:9,715.99
HP,F3J72A8#ABA,23.0,1920 x 1080,60,7,IPS,16:9,309.00
NEC,P241W-BK,24.1,1920 x 1200,,8,,16:10,615.21
HP,E4U30A8#ABA,18.9,1280 x 1024,60,,IPS,5:4,147.85
HP,Z24i G2,24.0,1920 x 1200,60,14,IPS,16:10,242.00
ViewSonic,VG2748,27.0,1920 x 1080,60,7,IPS,16:9,249.99
ViewSonic,VG2456,23.8,1920 x 1080,,5,IPS,16:9,232.60
Dell,P2211H,21.5,1920 x 1080,,5,TN,16:9,230.98
Samsung,320MP-3,32.0,1366 x 768,,8,,16:9,699.99
NEC,PA271W-BK-SV,27.0,2560 x 1440,,16,IPS,16:9,1399.00
NEC,EA224WMi-BK,22.0,1920 x 1080,,5,IPS,16:9,199.00
HP,D2W67AA#ABA,19.0,1280 x 1024,,5,TN,5:4,134.95
Samsung,S27C230B,27.0,1920 x 1080,,5,TN,16:9,1011.70
ViewSonic,VG2039m-LED,20.0,1600 x 900,60,5,TN,16:9,119.99
HP,G9W86A6#ABA,18.5,1366 x 768,60,5,TN,16:9,169.99
Acer,T232HL Abmjjz,23.0,1920 x 1080,60,5,IPS,16:9,290.00
LG,27MP67HQ,27.0,1920 x 1080,60,5,IPS,16:9,
Acer,CB270HU,27.0,2560 x 1440,60,6,IPS,16:9,
Asus,C423AQ,23.0,1920 x 1080,60,5,IPS,16:9,179.00
Acer,V206HQLAbd,19.5,1600 x 900,60,5,TN,16:9,
