brand,model,capacity,price_per_gb,type,cache,form_factor,interface,price
ADATA,XPG SPECTRIX S40G RGB,2 TB,$0.105,SSD,,M.2-2280,M.2 (M),209.99
ADATA,XPG SPECTRIX S40G RGB,256 GB,$0.156,SSD,,M.2-2280,M.2 (M),39.99
Seagate,FireCuda Compute,2 TB,$0.083,Hybrid,,"2.5""",SATA 6 Gb/s,165.00
Inland,Premium,256 GB,$0.160,SSD,,M.2-2280,M.2 (M),40.99
Corsair,MP400,2 TB,$0.122,SSD,,M.2-2280,M.2 (M),244.99
Western Digital,CaviarGreen,1 TB,$0.040,5400RPM,64,"3.5""",SATA 6 Gb/s,39.99
ADATA,XPG SX6000 Pro,256 GB,$0.129,SSD,,M.2-2280,M.2 (M),32.99
Gigabyte,GP-GSTFS31240GNTD,240 GB,$0.112,SSD,,"2.5""",SATA 6 Gb/s,26.99
Samsung,850 EVO-Series,1 TB,$0.240,SSD,,"2.5""",SATA 6 Gb/s,240.00
Western Digital,CaviarBlack,2 TB,$0.057,7200RPM,64,"3.5""",SATA 6 Gb/s,114.99
HP,EX900,120 GB,$0.291,SSD,,M.2-2280,M.2 (M),34.95
Seagate,Barracuda,6 TB,$0.026,5400RPM,256,"3.5""",SATA 6 Gb/s,156.12
Team,GX2,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,BlackNVMe,500 GB,$0.236,SSD,,M.2-2280,M.2 (M),117.99
Seagate,IronWolf NAS,8 TB,$0.022,7200RPM,256,"3.5""",SATA 6 Gb/s,179.99
Kingston,SSDNow V300 Series,120 GB,$0.600,SSD,,"2.5""",SATA 6 Gb/s,71.99
Samsung,960 EVO,500 GB,$0.451,SSD,512,M.2-2280,M.2 (M),225.29
Seagate,BarraCuda Pro Compute,1 TB,$0.058,7200RPM,128,"2.5""",SATA 6 Gb/s,57.99
SanDisk,Extreme Pro,960 GB,$2.211,SSD,,"2.5""",SATA 6 Gb/s,2122.11
Western Digital,SN750,2 TB,$0.134,SSD,,M.2-2280,M.2 (M),268.49
Silicon Power,A80,256 GB,$0.156,SSD,,M.2-2280,M.2 (M),39.99
Samsung,860 Pro,512 GB,$0.195,SSD,512,"2.5""",SATA 6 Gb/s,99.99
Team,MP34,512 GB,$0.115,SSD,,M.2-2280,M.2 (M),58.99
Sabrent,Rocket HTSK 4.0,1 TB,$0.220,SSD,,M.2-2280,M.2 (M),219.98
Seagate,IronWolf Pro,8 TB,$0.029,7200RPM,256,"3.5""",SATA 6 Gb/s,229.99
Team,T-Force VULCAN,250 GB,$0.140,SSD,,"2.5""",SATA 6 Gb/s,34.99
Western Digital,BlueMobile,1 TB,$0.047,5400RPM,128,"2.5""",SATA 6 Gb/s,46.99
SanDisk,SSD PLUS,120 GB,$0.333,SSD,,"2.5""",SATA 6 Gb/s,40.00
Mushkin,Pilot-E,2 TB,$0.105,SSD,,M.2-2280,M.2 (M),209.99
Western Digital,Red,4 TB,$0.022,5400RPM,64,"3.5""",SATA 6 Gb/s,89.99
PNY,XLR8 CS3030,250 GB,$0.176,SSD,,M.2-2280,M.2 (M),43.99
Team,L5 LITE 3D,1 TB,$0.090,SSD,,"2.5""",SATA 6 Gb/s,89.99
Gigabyte,AORUS RGB,512 GB,$0.215,SSD,512,M.2-2280,M.2 (M),109.99
Western Digital,Red,10 TB,$0.024,5400RPM,256,"3.5""",SATA 6 Gb/s,241.99
Seagate,Barracuda,1 TB,$0.040,7200RPM,64,"3.5""",SATA 3 Gb/s,39.99
PNY,XLR8 CS3030,500 GB,$0.136,SSD,,M.2-2280,M.2 (M),67.98
Seagate,BarraCuda 120,2 TB,$0.112,SSD,,"2.5""",SATA 6 Gb/s,224.99
Seagate,BarraCuda 120,250 GB,$0.180,SSD,,"2.5""",SATA 6 Gb/s,44.99
Samsung,960 EVO,1 TB,$0.550,SSD,1024,M.2-2280,M.2 (M),549.99
Kingston,KC600,512 GB,$0.145,SSD,,"2.5""",SATA 6 Gb/s,74.20
Sabrent,Rocket HTSK 4.0,2 TB,$0.210,SSD,,M.2-2280,M.2 (M),419.98
Seagate,BarraCuda Pro,14 TB,,7200RPM,256,"3.5""",SATA 6 Gb/s,
Seagate,IronWolf NAS,16 TB,$0.030,7200RPM,256,"3.5""",SATA 6 Gb/s,479.99
Samsung,840 EVO,250 GB,,SSD,,"2.5""",SATA 6 Gb/s,
HP,EX920,256 GB,$0.201,SSD,256,M.2-2280,M.2 (M),51.53
Patriot,VPN100,512 GB,$0.121,SSD,512,M.2-2280,M.2 (M),61.99
Western Digital,RedPro,4 TB,$0.032,7200RPM,256,"3.5""",SATA 6 Gb/s,129.99
ADATA,XPG GAMMIX S11 Pro,512 GB,$0.117,SSD,,M.2-2280,M.2 (M),59.99
ADATA,XPG GAMMIX S11 Pro,2 TB,$0.125,SSD,,M.2-2280,M.2 (M),249.99
ADATA,XPG GAMMIX S50,1 TB,$0.180,SSD,,M.2-2280,M.2 (M),179.99
Sabrent,Rocket Q,4 TB,$0.175,SSD,,M.2-2280,M.2 (M),699.98
Patriot,VPN100,1 TB,$0.120,SSD,512,M.2-2280,M.2 (M),119.99
Seagate,ST1000LM035,1 TB,$0.052,5400RPM,128,"2.5""",SATA 6 Gb/s,51.95
ADATA,SU630,480 GB,$0.108,SSD,,"2.5""",SATA 6 Gb/s,51.98
Seagate,FireCuda,1 TB,$0.180,SSD,,M.2-2280,M.2 (M),179.99
Seagate,Barracuda,250 GB,,7200RPM,16,"3.5""",SATA 6 Gb/s,
HP,EX950,1 TB,$0.115,SSD,,M.2-2280,M.2 (M),114.99
Gigabyte,GP-GSM2NE3100TNTD,1 TB,$0.110,SSD,,M.2-2280,M.2 (M),109.99
Team,L5 LITE 3D,480 GB,$0.111,SSD,,"2.5""",SATA 6 Gb/s,53.49
Intel,Optane 905p,380 GB,$1.332,SSD,,M.2-22110,M.2 (M),505.99
Samsung,840 EVO,120 GB,$1.657,SSD,,"2.5""",SATA 6 Gb/s,198.89
Western Digital,Mainstream,1 TB,$0.045,7200RPM,64,"3.5""",SATA 6 Gb/s,44.99
Mushkin,Enhanced RAW,500 GB,$0.098,SSD,,"2.5""",SATA 6 Gb/s,48.99
Patriot,Burst,240 GB,$0.129,SSD,,"2.5""",SATA 6 Gb/s,30.98
Seagate,BarraCuda,500 GB,$0.086,5400RPM,32,"3.5""",SATA 6 Gb/s,43.13
ADATA,XPG GAMMIX S5,1 TB,$0.110,SSD,,M.2-2280,M.2 (M),109.99
ADATA,SU760,512 GB,$0.103,SSD,,"2.5""",SATA 6 Gb/s,52.99
Toshiba,MQ01ABD050,500 GB,$0.051,5400RPM,8,"2.5""",SATA 3 Gb/s,25.45
Samsung,860 QVO,2 TB,$0.125,SSD,,"2.5""",SATA 6 Gb/s,249.99
Gigabyte,AORUS Gen4,1 TB,$0.160,SSD,2048,M.2-2280,M.2 (M),159.99
Western Digital,BLACKSERIES,4 TB,$0.049,7200RPM,64,"3.5""",SATA 6 Gb/s,194.60
Samsung,960 Pro,1 TB,$0.360,SSD,1024,M.2-2280,M.2 (M),359.95
ADATA,Falcon,2 TB,$0.110,SSD,,M.2-2280,M.2 (M),219.99
Western Digital,Red,12 TB,$0.024,5400RPM,256,"3.5""",SATA 6 Gb/s,289.99
Silicon Power,A55,2 TB,$0.087,SSD,,"2.5""",SATA 6 Gb/s,174.99
Silicon Power,A80,2 TB,$0.115,SSD,,M.2-2280,M.2 (M),229.99
Seagate,BarraCuda Pro Compute,500 GB,$0.152,7200RPM,128,"2.5""",SATA 6 Gb/s,75.99
ADATA,SU630,960 GB,$0.109,SSD,,"2.5""",SATA 6 Gb/s,104.99
Western Digital,Red,2 TB,$0.030,5400RPM,256,"3.5""",SATA 6 Gb/s,59.99
ADATA,SU635,960 GB,$0.089,SSD,,"2.5""",SATA 6 Gb/s,84.99
Seagate,BarraCuda,4 TB,$0.037,5400RPM,128,"2.5""",SATA 6 Gb/s,148.00
HP,EX900,250 GB,$0.162,SSD,,M.2-2280,M.2 (M),40.58
Intel,660p,2 TB,$0.127,SSD,,M.2-2280,M.2 (M),253.58
Crucial,P5,250 GB,$0.220,SSD,,M.2-2280,M.2 (M),54.94
Team,T-FORCE Delta Max RGB,500 GB,$0.150,SSD,,"2.5""",SATA 6 Gb/s,74.98
Western Digital,WDBlue,500 GB,$0.072,5400RPM,8,"2.5""",SATA 6 Gb/s,35.99
Western Digital,BlackSN850,1 TB,$0.230,SSD,,M.2-2280,M.2 (M),229.99
PNY,CS900,480 GB,$0.186,SSD,,"2.5""",SATA 6 Gb/s,89.22
Western Digital,Red,14 TB,$0.030,5400RPM,,"3.5""",SATA 6 Gb/s,416.88
Seagate,Barracuda Compute,2 TB,$0.039,5400RPM,256,"3.5""",SATA 6 Gb/s,78.01
Seagate,ST500LM021,500 GB,$0.069,7200RPM,32,"2.5""",SATA 6 Gb/s,34.49
Silicon Power,SU256GBSS3A55M28AB,256 GB,$0.117,SSD,,M.2-2280,M.2 (B+M),29.99
Seagate,FireCuda 510,500 GB,$0.200,SSD,,M.2-2280,M.2 (M),99.99
Samsung,PM961,128 GB,$0.374,SSD,,M.2-2280,M.2 (M),47.91
Seagate,BarraCuda Pro,4 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Samsung,850 EVO-Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,Ultimate SU650,120 GB,$0.317,SSD,,"2.5""",SATA 6 Gb/s,37.99
Team,GX2,128 GB,$0.180,SSD,,"2.5""",SATA 6 Gb/s,22.99
Western Digital,Gold,16 TB,$0.032,7200RPM,512,"3.5""",SATA 6 Gb/s,519.99
Seagate,BarraCuda 510,250 GB,$0.240,SSD,,M.2-2280,M.2 (M),59.99
Samsung,960 PRO,512 GB,$0.430,SSD,512,M.2-2280,M.2 (M),219.99
Hitachi,Ultrastar,750 GB,$0.047,7200RPM,32,"3.5""",SATA 3 Gb/s,34.99
Kingston,KC600,256 GB,$0.156,SSD,,"2.5""",SATA 6 Gb/s,40.00
PNY,CS2130,1 TB,$0.110,SSD,,M.2-2280,M.2 (M),109.99
TCSunBow,X3,240 GB,$0.112,SSD,,"2.5""",SATA 6 Gb/s,26.99
Seagate,IronWolf NAS,2 TB,$0.040,5900RPM,64,"3.5""",SATA 6 Gb/s,79.99
Patriot,Burst,480 GB,$0.096,SSD,,"2.5""",SATA 6 Gb/s,45.99
Seagate,BarraCuda Compute,2 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,BlueSN500,500 GB,$0.150,SSD,,M.2-2280,M.2 (B+M),74.98
Western Digital,Red,6 TB,$0.021,5400RPM,256,"3.5""",SATA 6 Gb/s,125.99
Gigabyte,UD PRO,256 GB,,SSD,256,"2.5""",SATA 6 Gb/s,
Toshiba,HDKCC00,500 GB,$0.054,7200RPM,16,"2.5""",SATA 6 Gb/s,26.99
Western Digital,CaviarBlack,1 TB,$0.072,7200RPM,32,"3.5""",SATA 3 Gb/s,71.98
Kingston,Q500,240 GB,$0.121,SSD,,"2.5""",SATA 6 Gb/s,29.00
Corsair,MP510,960 GB,$0.246,SSD,,M.2-2280,M.2 (M),235.90
Western Digital,BlackPCIe,256 GB,$0.508,SSD,,M.2-2280,M.2 (M),129.99
Corsair,MP510,1.92 TB,$0.151,SSD,,M.2-2280,M.2 (M),289.99
Seagate,EXOS Enterprise,4 TB,$0.031,7200RPM,256,"3.5""",SATA 6 Gb/s,124.99
Western Digital,Green,240 GB,$0.340,SSD,,"2.5""",SATA 6 Gb/s,81.59
Western Digital,Ultrastar,8 TB,$0.024,7200RPM,,"3.5""",SATA 6 Gb/s,194.99
Seagate,Exos X14,12 TB,$0.025,7200RPM,256,"3.5""",SATA 6 Gb/s,303.99
Hitachi,Deskstar 7K2000,2 TB,$0.027,7200RPM,32,"3.5""",SATA 3 Gb/s,54.89
Western Digital,WDBH2D0020HNC-NRSN,2 TB,$0.026,5900RPM,64,"3.5""",SATA 6 Gb/s,52.99
Seagate,Exos X16,16 TB,$0.032,7200RPM,256,"3.5""",SATA 6 Gb/s,514.90
Western Digital,VelociRaptor,1 TB,$0.140,10000RPM,64,"3.5""",SATA 6 Gb/s,140.00
Toshiba,OCZ TR200,240 GB,$0.179,SSD,,"2.5""",SATA 6 Gb/s,42.95
Seagate,IronWolf Pro,10 TB,$0.027,7200RPM,256,"3.5""",SATA 6 Gb/s,274.99
Seagate,NAS HDD,2 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Seagate,Barracuda,2 TB,$0.032,7200RPM,64,"3.5""",SATA 3 Gb/s,64.99
Western Digital,Red,3 TB,$0.023,5400RPM,256,"3.5""",SATA 6 Gb/s,69.98
Seagate,ST2000DX001,2 TB,$0.078,Hybrid,64,"3.5""",SATA 6 Gb/s,156.00
Patriot,Burst,960 GB,$0.083,SSD,,"2.5""",SATA 6 Gb/s,79.99
Western Digital,CaviarBlue,250 GB,$0.108,7200RPM,16,"3.5""",SATA 6 Gb/s,26.99
Seagate,Constellation ES.2,3 TB,$0.012,7200RPM,64,"3.5""",SAS 6 Gb/s,35.00
Samsung,850 Pro Series,256 GB,$0.891,SSD,,"2.5""",SATA 6 Gb/s,227.98
ADATA,Falcon,1 TB,$0.105,SSD,,M.2-2280,M.2 (M),104.99
Toshiba,DT01ACA300,3 TB,$0.045,7200RPM,64,"3.5""",SATA 6 Gb/s,135.99
SanDisk,Ultra 3D,2 TB,$0.095,SSD,,"2.5""",SATA 6 Gb/s,189.99
Western Digital,AV-25,1 TB,$0.042,5400RPM,16,"2.5""",SATA 3 Gb/s,42.17
Mushkin,Enhanced Helix-L,250 GB,$0.148,SSD,,M.2-2280,M.2 (M),36.99
Western Digital,Gold,10 TB,$0.030,7200RPM,256,"3.5""",SATA 6 Gb/s,300.75
Team,T-Force Cardea Zero Z340,1 TB,$0.120,SSD,,M.2-2280,M.2 (M),119.99
Gigabyte,AORUS RGB,256 GB,$0.312,SSD,512,M.2-2280,M.2 (M),79.98
TCSunBow,X3,480 GB,$0.094,SSD,,"2.5""",SATA 6 Gb/s,44.99
Kingston,UV500,120 GB,$0.280,SSD,,M.2-2280,M.2 (B+M),33.58
ADATA,SU760,1 TB,$0.093,SSD,,"2.5""",SATA 6 Gb/s,92.99
ADATA,XPG GAMMIX S5,512 GB,$0.117,SSD,,M.2-2280,M.2 (M),59.99
Toshiba,X300,4 TB,$0.040,7200RPM,128,"3.5""",SATA 6 Gb/s,161.32
Seagate,BarraCuda,4 TB,$0.047,5900RPM,64,"3.5""",SATA 6 Gb/s,189.62
Western Digital,Blue,500 GB,$0.130,SSD,,"2.5""",SATA 6 Gb/s,64.95
Seagate,Barracuda Compute,2 TB,$0.050,5400RPM,128,"2.5""",SATA 6 Gb/s,99.00
ADATA,XPG SX850,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,Q500,480 GB,$0.110,SSD,,"2.5""",SATA 6 Gb/s,52.81
Seagate,FireCuda,2 TB,$0.160,SSD,,M.2-2280,M.2 (M),319.99
Inland,2TB QLC NVME,2 TB,,SSD,,M.2-2280,M.2 (M),
Western Digital,CaviarGreen,2 TB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Seagate,Surveillance HDD,1 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Western Digital,Gold,4 TB,$0.040,7200RPM,256,"3.5""",SATA 6 Gb/s,159.99
Transcend,TS16GSSD500,16 GB,$14.378,SSD,,"2.5""",SATA 3 Gb/s,230.05
Western Digital,Purple,8 TB,$0.022,7200RPM,256,"3.5""",SATA 6 Gb/s,179.99
Hitachi,0TS1303,3.2 TB,,SSD,,PCI-E,PCIe x8,
Kingston,SSDNow UV400,240 GB,$0.188,SSD,,"2.5""",SATA 6 Gb/s,45.00
Western Digital,BlueMobile,2 TB,$0.037,5400RPM,128,"2.5""",SATA 6 Gb/s,74.98
Western Digital,CaviarBlack,1 TB,$0.080,7200RPM,64,"3.5""",SATA 6 Gb/s,80.00
Western Digital,Blue,4 TB,$0.368,Hybrid,64,"3.5""",SATA 6 Gb/s,1471.57
Hitachi,Travelstar Z7K500,500 GB,,7200RPM,32,"2.5""",SATA 6 Gb/s,
Seagate,Pipeline HD,250 GB,,5900RPM,8,"3.5""",SATA 3 Gb/s,
Patriot,Viper Gaming VP4100,1 TB,$0.205,SSD,,M.2-2280,M.2 (M),204.99
Kingston,SSDNow V300 Series,240 GB,$0.328,SSD,,"2.5""",SATA 6 Gb/s,78.73
Mushkin,Enhanced RAW,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
PNY,XLR8 CS3030,2 TB,$0.120,SSD,,M.2-2280,M.2 (M),239.99
Seagate,IronWolf NAS,12 TB,$0.023,7200RPM,256,"3.5""",SATA 6 Gb/s,279.99
Intel,760p Series,2 TB,$0.980,SSD,,M.2-2280,M.2 (M),1960.85
Seagate,BarraCuda Pro,8 TB,$0.044,7200RPM,256,"3.5""",SATA 6 Gb/s,350.00
Western Digital,HGSTDCHC530,14 TB,$0.025,7200RPM,512,"3.5""",SATA 6 Gb/s,352.00
Western Digital,RedPro,10 TB,$0.030,7200RPM,256,"3.5""",SATA 6 Gb/s,299.99
Seagate,Momentus Thin,500 GB,$0.049,5400RPM,16,"2.5""",SATA 3 Gb/s,24.50
Samsung,860 QVO,4 TB,$0.115,SSD,,"2.5""",SATA 6 Gb/s,459.74
Seagate,Barracuda Compute,6 TB,,5400RPM,256,"3.5""",SATA 6 Gb/s,
ADATA,XPG GAMMIX S11 Pro,256 GB,$0.195,SSD,,M.2-2280,M.2 (M),49.99
Lexar,NM610,1 TB,$0.139,SSD,,M.2-2280,M.2 (M),139.00
Team,T-FORCE DELTA RGB,250 GB,$0.188,SSD,,"2.5""",SATA 6 Gb/s,46.99
Western Digital,Gold,8 TB,$0.033,7200RPM,256,"3.5""",SATA 6 Gb/s,265.99
Transcend,110S,256 GB,$0.165,SSD,,M.2-2280,M.2 (M),42.23
Asus,ROG RAIDR,240 GB,,SSD,,PCI-E,PCIe x4,
Samsung,950 PRO,256 GB,,SSD,512,M.2-2280,M.2 (M),
Seagate,IronWolf Pro,6 TB,$0.033,7200RPM,256,"3.5""",SATA 6 Gb/s,199.99
Micron,5200 Ion,7.68 TB,$0.104,SSD,,"2.5""",SATA 6 Gb/s,798.90
Kingston,SSDNow UV400,120 GB,$0.808,SSD,,"2.5""",SATA 6 Gb/s,96.99
Seagate,IronWolf,12 TB,$0.026,7200RPM,256,"3.5""",SATA 6 Gb/s,307.95
Samsung,850 Pro Series,512 GB,$0.377,SSD,,"2.5""",SATA 6 Gb/s,192.98
Western Digital,CaviarBlue,500 GB,$0.060,7200RPM,16,"3.5""",SATA 3 Gb/s,29.99
SanDisk,EXTREME PRO,1 TB,$0.182,SSD,,M.2-2280,M.2 (M),182.36
HP,S700,1 TB,$0.085,SSD,,"2.5""",SATA 6 Gb/s,84.99
Kingston,Q500,120 GB,$0.184,SSD,,"2.5""",SATA 6 Gb/s,22.06
HP,EX950,512 GB,$0.141,SSD,,M.2-2280,M.2 (M),71.99
Hitachi,Ultrastar,1 TB,$0.048,7200RPM,32,"3.5""",SATA 3 Gb/s,47.99
Inland,Professional,1 TB,,SSD,,M.2-2280,M.2 (B+M),
Western Digital,BlackSN850,2 TB,,SSD,,M.2-2280,M.2 (M),
Samsung,PM981,512 GB,$0.127,SSD,,M.2-2280,M.2 (M),64.98
Seagate,FireCuda,1 TB,,Hybrid,64,"3.5""",SATA 6 Gb/s,
Samsung,840 Pro Series,256 GB,$1.054,SSD,,"2.5""",SATA 6 Gb/s,269.89
Seagate,IronWolf Pro,2 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Western Digital,Red,3 TB,$0.026,5400RPM,64,"3.5""",SATA 6 Gb/s,77.98
Kingston,HyperX FURY RGB,240 GB,$0.187,SSD,,"2.5""",SATA 6 Gb/s,44.99
ADATA,SU655,480 GB,$0.104,SSD,,"2.5""",SATA 6 Gb/s,49.99
Intel,665p,2 TB,$0.137,SSD,,M.2-2280,M.2 (M),274.55
Team,CX2,256 GB,$0.125,SSD,,"2.5""",SATA 6 Gb/s,31.99
Patriot,Viper Gaming VP4100,2 TB,$0.200,SSD,,M.2-2280,M.2 (M),399.95
SanDisk,Ultra 3D,4 TB,$0.100,SSD,,"2.5""",SATA 6 Gb/s,399.99
Western Digital,BlueSN500,250 GB,$0.184,SSD,,M.2-2280,M.2 (B+M),45.99
ADATA,Ultimate SU650,240 GB,$0.352,SSD,,"2.5""",SATA 6 Gb/s,84.54
Western Digital,WDSE,2 TB,$0.035,7200RPM,64,"3.5""",SATA 6 Gb/s,69.15
Crucial,MX300,525 GB,$0.619,SSD,,"2.5""",SATA 6 Gb/s,325.19
Western Digital,CaviarBlue,640 GB,$0.094,7200RPM,16,"3.5""",SATA 3 Gb/s,59.99
Seagate,BarraCuda Pro,10 TB,$0.027,7200RPM,256,"3.5""",SATA 6 Gb/s,269.49
Western Digital,WDBlue,1 TB,$0.055,5400RPM,16,"2.5""",SATA 6 Gb/s,55.00
Toshiba,HDKBB96,1 TB,$0.049,5400RPM,8,"2.5""",SATA 6 Gb/s,48.90
ADATA,XPG GAMMIX S50,2 TB,$0.180,SSD,,M.2-2280,M.2 (M),359.99
Western Digital,Gold,2 TB,$0.054,7200RPM,128,"3.5""",SATA 6 Gb/s,108.99
Western Digital,Blue,6 TB,$0.028,5400RPM,64,"3.5""",SATA 6 Gb/s,167.99
Seagate,ST1000DX001,1 TB,$0.121,Hybrid,64,"3.5""",SATA 6 Gb/s,121.06
Seagate,BarraCuda,500 GB,$0.086,5400RPM,128,"2.5""",SATA 6 Gb/s,42.99
Gigabyte,AORUS Gen4,500 GB,,SSD,512,M.2-2280,M.2 (M),
Mushkin,Enhanced Helix-L,500 GB,$0.110,SSD,,M.2-2280,M.2 (M),54.99
Seagate,Barracuda,160 GB,$0.169,7200RPM,8,"3.5""",SATA 3 Gb/s,26.99
Seagate,IronWolf Pro,12 TB,$0.058,7200RPM,256,"3.5""",SATA 6 Gb/s,698.28
Seagate,FireCuda,500 GB,$0.100,Hybrid,,"2.5""",SATA 6 Gb/s,49.99
Silicon Power,AceA55,128 GB,$0.867,SSD,,"2.5""",SATA 6 Gb/s,111.00
Seagate,Exos X16,12 TB,$0.021,7200RPM,256,"3.5""",SATA 6 Gb/s,252.94
Seagate,Barracuda,500 GB,$0.070,7200RPM,16,"3.5""",SATA 3 Gb/s,34.99
Intel,750 Series,1.2 TB,$2.074,SSD,,PCI-E,PCIe x4,2488.87
Samsung,Spinpoint F3,1 TB,$0.080,7200RPM,32,"3.5""",SATA 3 Gb/s,79.98
SanDisk,EXTREME PRO,500 GB,$0.160,SSD,,M.2-2280,M.2 (M),79.99
Samsung,850 Pro Series,128 GB,$1.002,SSD,,"2.5""",SATA 6 Gb/s,128.29
Kingston,SSDNow S100,16 GB,$5.531,SSD,,"2.5""",SATA 3 Gb/s,88.50
ADATA,SU800,2 TB,$0.110,SSD,,"2.5""",SATA 6 Gb/s,219.98
Seagate,Surveillance HDD,1 TB,$0.319,5900RPM,64,"3.5""",SATA 6 Gb/s,319.00
Western Digital,WDGreen,750 GB,$0.047,5400RPM,16,"2.5""",SATA 6 Gb/s,34.96
Samsung,950 PRO,512 GB,,SSD,512,M.2-2280,M.2 (M),
Intel,760p Series,256 GB,$0.391,SSD,,M.2-2280,M.2 (M),100.00
Western Digital,AV-GP,320 GB,$0.072,5400RPM,8,"3.5""",SATA 3 Gb/s,22.99
Western Digital,RedPro,2 TB,$0.042,7200RPM,64,"3.5""",SATA 6 Gb/s,84.99
SanDisk,Ultra 3D,250 GB,$0.172,SSD,,"2.5""",SATA 6 Gb/s,42.99
Western Digital,Gold,14 TB,$0.032,7200RPM,512,"3.5""",SATA 6 Gb/s,454.99
Gigabyte,GP-GSM2NE8256GNTD,256 GB,,SSD,,M.2-2280,M.2 (B+M),
Samsung,850 PRO,2 TB,$0.372,SSD,,"2.5""",SATA 6 Gb/s,744.98
Western Digital,VelociRaptor,300 GB,$0.167,10000RPM,16,"3.5""",SATA 3 Gb/s,49.99
ADATA,XPG SX8100,512 GB,$0.219,SSD,,M.2-2280,M.2 (M),112.04
Crucial,MX100,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,WDSE,4 TB,$0.027,7200RPM,64,"3.5""",SATA 6 Gb/s,107.00
Seagate,Enterprise Capacity,2 TB,$0.060,7200RPM,128,"3.5""",SATA 6 Gb/s,120.34
Western Digital,RedPro,8 TB,$0.031,7200RPM,256,"3.5""",SATA 6 Gb/s,249.99
Inland,2TB NVME PREMIU,2 TB,,SSD,,M.2-2280,M.2 (M),
Western Digital,AV-GP,500 GB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Angelbird,AV PRO XT,4 TB,$0.750,SSD,,"2.5""",SATA 6 Gb/s,2999.90
Addlink,X70,2 TB,$0.150,SSD,,M.2-2280,M.2 (M),299.99
Western Digital,WDVelociRaptor,1 TB,$0.078,10000RPM,64,"2.5""",SATA 6 Gb/s,77.98
Western Digital,Purple,2 TB,$0.034,5400RPM,64,"3.5""",SATA 6 Gb/s,68.99
Seagate,SkyHawk,2 TB,$0.036,5900RPM,64,"3.5""",SATA 6 Gb/s,72.99
Samsung,750 Evo,500 GB,,SSD,512,"2.5""",SATA 6 Gb/s,
HP,EX900,500 GB,$0.110,SSD,,M.2-2280,M.2 (M),54.99
Intel,600p Series,1 TB,$0.825,SSD,,M.2-2280,M.2 (M),825.00
Seagate,Surveillance HDD,8 TB,$0.045,7200RPM,256,"3.5""",SATA 6 Gb/s,362.99
Seagate,IronWolf,6 TB,$0.025,5400RPM,256,"3.5""",SATA 6 Gb/s,151.99
Intel,Optane 905P Series,960 GB,$1.354,SSD,,PCI-E,PCIe x4,1299.99
Mushkin,Pilot-E,1 TB,$0.110,SSD,,M.2-2280,M.2 (M),109.99
Corsair,MP510,480 GB,$0.336,SSD,,M.2-2280,M.2 (M),161.27
Seagate,Enterprise Capacity,10 TB,$0.023,7200RPM,256,"3.5""",SATA 6 Gb/s,230.95
Corsair,MP300,120 GB,$0.624,SSD,,M.2-2280,M.2 (B+M),74.90
Silicon Power,SP001TBP34A80M28,1 TB,,SSD,,M.2-2280,M.2 (M),
Team,CARDEA ZERO Z440,1 TB,$0.175,SSD,,M.2-2280,M.2 (M),174.99
ADATA,Ultimate SU650,240 GB,$0.151,SSD,,"2.5""",SATA 6 Gb/s,36.28
SanDisk,SSD PLUS,120 GB,$0.319,SSD,,"2.5""",SATA 6 Gb/s,38.25
ADATA,Ultimate SU650,480 GB,$0.128,SSD,,"2.5""",SATA 6 Gb/s,61.26
Samsung,840 EVO,500 GB,$0.612,SSD,,"2.5""",SATA 6 Gb/s,306.00
Gigabyte,AORUS,512 GB,,SSD,,PCI-E,PCIe x4,
Toshiba,P300,1 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Western Digital,Purple,12 TB,$0.023,7200RPM,256,"3.5""",SATA 6 Gb/s,281.75
Lexar,NM500,256 GB,$0.352,SSD,,M.2-2280,M.2 (B+M),89.99
Western Digital,Red,10 TB,$0.030,5400RPM,256,"3.5""",SATA 6 Gb/s,299.00
Seagate,IronWolf NAS,1 TB,$0.060,5900RPM,64,"3.5""",SATA 6 Gb/s,59.99
Western Digital,RedPro,6 TB,$0.027,7200RPM,256,"3.5""",SATA 6 Gb/s,164.99
Team,GX1,120 GB,$0.183,SSD,,"2.5""",SATA 6 Gb/s,21.99
Hitachi,Travelstar,1 TB,$0.069,7200RPM,32,"2.5""",SATA 6 Gb/s,68.88
Corsair,Force MP500,240 GB,$0.621,SSD,,M.2-2280,M.2 (M),149.00
Seagate,NAS HDD,1 TB,,5900RPM,64,"3.5""",SATA 6 Gb/s,
